,CWE190_Integer_Overflow__int_Environment_preinc_81a.java_v1.0,v1.0_bad,v1.0_good,v1.0_goodG2B,v1.0_goodB2G,v1.0_main,0_v1.0_bad,1_v1.0_bad,2_v1.0_bad,3_v1.0_bad,4_v1.0_bad,9_v1.0_bad,5_v1.0_bad,6_v1.0_bad,8_v1.0_bad,10_v1.0_bad,7_v1.0_bad,action_v1.0_bad,0_v1.0_good,1_v1.0_good,goodG2B_v1.0_good,goodB2G_v1.0_good,0_v1.0_goodG2B,1_v1.0_goodG2B,2_v1.0_goodG2B,3_v1.0_goodG2B,action_v1.0_goodG2B,0_v1.0_goodB2G,1_v1.0_goodB2G,2_v1.0_goodB2G,3_v1.0_goodB2G,4_v1.0_goodB2G,5_v1.0_goodB2G,9_v1.0_goodB2G,7_v1.0_goodB2G,6_v1.0_goodB2G,8_v1.0_goodB2G,10_v1.0_goodB2G,action_v1.0_goodB2G,CWE190_Integer_Overflow__int_Environment_preinc_81a.java_v1.1,v1.1_bad,v1.1_good_modify,v1.1_goodG2B,v1.1_goodB2G,v1.1_main,0_v1.1_bad,1_v1.1_bad,2_v1.1_bad,3_v1.1_bad,4_v1.1_bad,9_v1.1_bad,5_v1.1_bad,6_v1.1_bad,8_v1.1_bad,10_v1.1_bad,7_v1.1_bad,action_v1.1_bad,0_v1.1_good_modify,1_v1.1_good_modify,2_v1.1_good_modify,goodG2B_v1.1_good_modify,goodB2G_v1.1_good_modify,0_v1.1_goodG2B,1_v1.1_goodG2B,2_v1.1_goodG2B,3_v1.1_goodG2B,4_v1.1_goodG2B,action_v1.1_goodG2B,0_v1.1_goodB2G,1_v1.1_goodB2G,2_v1.1_goodB2G,3_v1.1_goodB2G,4_v1.1_goodB2G,5_v1.1_goodB2G,9_v1.1_goodB2G,6_v1.1_goodB2G,7_v1.1_goodB2G,8_v1.1_goodB2G,10_v1.1_goodB2G,action_v1.1_goodB2G,Root
4_v1.0_bad,0.013259688957105054,0.008604424366714571,0.0013037258189346963,0.0013378195411610366,0.0013335628900938343,0.0019676611168736266,0.0831200643451742,0.032235831993442675,0.26124270500716945,0.09559591084767673,1.0,0.20975923314966924,0.22713364210280443,0.403904617821014,0.2954114277396535,0.2980378769987155,0.29677537243513735,0.13753370794616102,0.0055069569095873416,0.0005285823888250327,0.0006397905209957661,0.003955098407418536,0.005859536557738442,0.0004987617771489705,0.002714129153946409,0.00023869624563534688,0.0017942791274804264,0.005739122953752993,0.00047922170969834886,0.002287953835677355,0.00017812423822984285,0.000485923699674437,0.00010173543793549259,9.649378103023408e-05,0.0001252681175856711,0.00015877744233014143,0.00011709681262423496,0.0001214935076317734,5.918454348632795e-05,0.002488274018076311,0.00019535235605064476,0.00019338921559359948,0.00019552758207825105,0.00019535235605064476,0.0002836388287932581,0.0010792537112945277,7.37714465796659e-05,0.0004104807765313709,2.777757787447328e-05,8.395476960670766e-05,1.5417109926240404e-05,1.6298576543988118e-05,2.6643344435874095e-05,1.919627807186821e-05,2.0024016826010562e-05,2.0689124663335757e-05,8.905550272314452e-06,0.0010457168947752581,6.664834853673736e-05,0.0004727554610445281,0.000571170019940751,4.3747695313043775e-05,0.0010903890464507558,7.464762648670093e-05,0.00045083557761550075,3.062760397230558e-05,0.00021091382795593232,1.9376290334453225e-05,0.0010792537112945277,7.37714465796659e-05,0.0004104807765313709,2.777757787447328e-05,8.395476960670766e-05,1.6298576543988118e-05,1.5417109926240404e-05,2.66433444358741e-05,2.0689124663335757e-05,1.919627807186821e-05,2.0024016826010562e-05,8.905550272314452e-06,0.0011256499728334423
9_v1.0_bad,0.002926092599718183,0.018494076907999837,0.0031893240330475303,0.003256737316097625,0.0032377981225529206,0.004631819408388371,0.022434993020649198,0.06907898586937515,0.07286994643781816,0.23084897430827014,0.2097592331496693,1.0,0.27587934500544475,0.2594840803494023,0.17987591635152592,0.14226908027450497,0.3705978793020566,0.3760430902869139,0.000977690267225073,0.0014821335943400432,0.0017468286577066905,0.0006492920817003174,0.0010740149298298811,0.0013601916335351412,0.0004512498401556213,0.0006969150099662733,0.00029793154162373873,0.0010531781688435779,0.0012746916547471522,0.000381040330198583,0.0004300320250178293,9.649378103023411e-05,7.618765398067234e-05,6.973393308469991e-05,4.772254614672954e-05,4.8916793501634155e-05,4.711786010745506e-05,3.777476450145222e-05,4.2709677422261224e-05,0.000433279817263062,0.0005525563554050598,0.0005474415679566055,0.0005540871930631147,0.0005525563554050598,0.0007816081357276313,0.00016704194885616604,0.00022255834797624773,6.217101820429091e-05,7.359664803521401e-05,1.5422734786393852e-05,1.1146236497739435e-05,1.2244574022102949e-05,7.553328939949335e-06,7.284456008679762e-06,5.7070524884268694e-06,7.372407764425832e-06,6.576982888793263e-06,0.00016221164465709569,0.00020708917221983703,7.132610821293196e-05,8.577907633336527e-05,0.00013944973972970705,0.00016860303188000203,0.00022978724746408664,6.776167027567592e-05,9.749221788409634e-05,3.2424787557012864e-05,6.197619123861735e-05,0.00016704194885616604,0.00022255834797624773,6.217101820429091e-05,7.359664803521401e-05,1.542273478639385e-05,1.2244574022102949e-05,1.1146236497739435e-05,7.553328939949338e-06,7.372407764425834e-06,7.284456008679762e-06,5.7070524884268694e-06,6.576982888793263e-06,0.002706713772058001
5_v1.0_bad,0.0030434962245936233,0.019619969906852934,0.003453644235699103,0.0035251286729175075,0.003504432651500117,0.00499176222043933,0.02345141783040243,0.07291765540029714,0.07681144781574728,0.24682698712425585,0.22713364210280443,0.27587934500544475,1.0,0.28242614698606977,0.3875651705791781,0.2795201403895901,0.19924915061070292,0.192444809917121,0.0010165645375861036,0.0016291235236032494,0.001915526250958876,0.0006758269718513823,0.001116160269649857,0.0014913384698230453,0.000469784071986774,0.0007678940109420284,0.00031072513514162237,0.001094465372023362,0.0013976451560256025,0.0003967657518777785,0.0004741359845674337,0.00010173543793549256,8.328581729672701e-05,7.618765398067234e-05,5.150424777566113e-05,5.2489128791306496e-05,5.0922927336803035e-05,4.0581667614515276e-05,4.663235983873745e-05,0.00045044021958314553,0.0006083415688275404,0.0006026397106991465,0.0006100387710193593,0.0006083415688275404,0.0008583349056972775,0.00017392254121239065,0.0002466707224807,6.491300328200537e-05,8.165101349271787e-05,1.63043107109328e-05,1.2244088642413735e-05,1.3457156865527678e-05,8.135124912752562e-06,7.91028031523072e-06,6.151360567847051e-06,7.992966698094592e-06,7.226442984230218e-06,0.0001689132520856103,0.00022958097402759814,7.448261146347502e-05,8.95143662538873e-05,0.00015472719786860888,0.0001755431631186214,0.00025468242147808935,7.071439426858119e-05,0.00010815179828673187,3.391476366654996e-05,6.86813899587258e-05,0.00017392254121239065,0.0002466707224807,6.491300328200537e-05,8.165101349271787e-05,1.6304310710932804e-05,1.3457156865527681e-05,1.2244088642413735e-05,8.13512491275256e-06,7.992966698094594e-06,7.91028031523072e-06,6.151360567847051e-06,7.226442984230218e-06,0.0029250485630683038
6_v1.0_bad,0.004888681324564238,0.01034769919342962,0.001578306965619578,0.0016181229946705636,0.0016102638272799002,0.002372386481135521,0.03599393564977937,0.03907831329961545,0.12390258424059356,0.11727867510270629,0.40390461782101394,0.2594840803494023,0.28242614698606977,1.0,0.36912355082879145,0.36885113384433815,0.3686417045570738,0.16867950634616766,0.00177762736914955,0.0006507359354441058,0.0007842274501036347,0.0012341174371325848,0.0019159887545509278,0.000611299913792027,0.000855073159779905,0.00029673071738285927,0.0005786545907816715,0.0018732637499013134,0.000576376874764947,0.0007095993163817362,0.0001906127661142581,0.00015877744233014143,5.2489128791306496e-05,4.8916793501634155e-05,4.974451845148391e-05,5.9279991553983146e-05,4.729166731286244e-05,4.543916769707848e-05,2.9721750065701846e-05,0.0007889775718557483,0.00024002404381531095,0.0002379152108949495,0.00024056016706301513,0.00024002404381531095,0.00034748607549800866,0.00032311112968479096,9.06494326309891e-05,0.00012336531592291834,3.0350383344198574e-05,2.6654346179096832e-05,7.553774717433385e-06,8.13584119711839e-06,9.418520928030147e-06,7.362577187087521e-06,7.093493770145625e-06,7.785812526581749e-06,4.379038119704916e-06,0.0003142469797952196,8.345743988150238e-05,0.00014396327207939581,0.00017228443618796786,5.521986795130354e-05,0.0003266618225421999,9.318591181111475e-05,0.00013612916826101027,3.865910575756665e-05,6.591570037706775e-05,2.4580646520925394e-05,0.00032311112968479096,9.06494326309891e-05,0.00012336531592291834,3.0350383344198574e-05,2.6654346179096832e-05,8.135841197118388e-06,7.553774717433385e-06,9.418520928030145e-06,7.785812526581749e-06,7.362577187087521e-06,7.093493770145625e-06,4.379038119704916e-06,0.001359936278316765
8_v1.0_bad,0.003795909381896855,0.011810986301678794,0.00183889985355888,0.0018826296803866013,0.0018726145290332405,0.0027423044525486033,0.02887952019015132,0.04501272574309379,0.09682361624038467,0.13586415402045524,0.2954114277396534,0.17987591635152594,0.38756517057917805,0.36912355082879145,1.0,0.4039858457693223,0.16370746395989424,0.11815974081411854,0.001311500336189989,0.0007817270761287954,0.0009354952545691568,0.0008886729618942883,0.0014284239525477285,0.0007290343690895255,0.000617043353506975,0.00036146095698151245,0.0004128604190367169,0.0013978589552619482,0.0006844825009758904,0.0005139329271166909,0.0002260158102724675,0.00011709681262423494,5.092292733680302e-05,4.7117860107455056e-05,4.1564784090278494e-05,4.729166731286244e-05,4.0007626860654915e-05,3.6314373007867634e-05,2.878327673081602e-05,0.0005813462423970756,0.00028828980830043185,0.0002857884067312086,0.00028901472747071445,0.00028828980830043185,0.00041461416466828573,0.00023024653384083314,0.00011105013544256346,8.657019283820247e-05,3.690647530690454e-05,1.9205064782381065e-05,7.2856296374268224e-06,7.911840095098241e-06,7.363231751203421e-06,6.132259959502477e-06,5.547350204021356e-06,6.394729256169661e-06,4.255849213406774e-06,0.0002239097485706588,0.0001029240490228618,0.00010064634087086494,0.00012065133746001392,6.879559655524798e-05,0.00023268565579304254,0.00011447651041736654,9.532351624945879e-05,4.815473229149395e-05,4.6015678049872575e-05,3.077173402139794e-05,0.00023024653384083314,0.00011105013544256346,8.657019283820247e-05,3.690647530690454e-05,1.9205064782381065e-05,7.911840095098241e-06,7.285629637426823e-06,7.363231751203421e-06,6.394729256169661e-06,6.132259959502477e-06,5.547350204021356e-06,4.255849213406774e-06,0.0015784593086084445
10_v1.0_bad,0.004067245874860673,0.008758553147671625,0.0013191014801766366,0.0013547853736263062,0.0013486471112031829,0.0019989923001704755,0.030970489868064967,0.032426484885834654,0.10269052010440399,0.09410693087778506,0.2980378769987155,0.14226908027450497,0.27952014038959017,0.36885113384433815,0.4039858457693223,1.0,0.1532344348770081,0.09476766159879271,0.001405924456191408,0.0005257756917312611,0.0006392106601827976,0.0009538977529038722,0.0015302977105862993,0.0004983729841553552,0.0006625450322587906,0.0002351425028047887,0.0004443139968756238,0.0014968052333569888,0.0004711060829349364,0.00054976377615637,0.00015187355888494268,0.00012149350763177339,4.0581667614515276e-05,3.777476450145222e-05,3.8177937497048434e-05,4.5439167697078476e-05,3.6314373007867634e-05,3.4862337643884856e-05,2.282002307083839e-05,0.0006229783608939918,0.000194039390296898,0.00019233200340874578,0.00019444363923186255,0.000194039390296898,0.0002832756064943219,0.00024707813299516406,7.122812491659626e-05,9.293424807732192e-05,2.3376415014423148e-05,2.0033950267219018e-05,5.708034079953466e-06,6.1525758845804585e-06,7.094585071626991e-06,5.5476724162651105e-06,5.3430793949949e-06,5.8657362684596215e-06,3.29373915705647e-06,0.000240397995018361,6.511024804707014e-05,0.0001084205081473261,0.0001298593141254935,4.2399569177136804e-05,0.0002497696048349705,7.314538947423198e-05,0.00010260236417304952,2.9685337714160508e-05,4.9673643677628414e-05,1.869156844926033e-05,0.00024707813299516406,7.122812491659626e-05,9.293424807732192e-05,2.3376415014423148e-05,2.0033950267219018e-05,6.1525758845804585e-06,5.708034079953466e-06,7.094585071626991e-06,5.8657362684596215e-06,5.5476724162651105e-06,5.3430793949949e-06,3.29373915705647e-06,0.0011411339533323988
7_v1.0_bad,0.003969441906157057,0.011810560541307469,0.0018184025376075715,0.0018624097029605808,0.0018526933544535712,0.002719839572857571,0.02984310510541471,0.045159087874333384,0.10008971791816104,0.13920252054189777,0.29677537243513724,0.3705978793020566,0.1992491506107029,0.3686417045570738,0.16370746395989424,0.15323443487700805,1.0,0.27337784669716125,0.0013963938997450887,0.0007645502169775294,0.0009169655023575724,0.0009544058356060067,0.0015152924814844553,0.0007146647106413576,0.0006622253098392495,0.00035215966560856783,0.0004449836983836692,0.0014824062135487038,0.0006715008396043929,0.0005509450910008986,0.00022111813181532747,0.00012526811758567112,5.150424777566111e-05,4.7722546146729534e-05,4.329540221790079e-05,4.974451845148391e-05,4.1564784090278494e-05,3.8177937497048434e-05,2.9134503375758613e-05,0.0006191523854159795,0.0002819221647823058,0.0002794823616064088,0.00028261556258404907,0.0002819221647823058,0.00040631424694537134,0.00024813000180736605,0.00010791752637764352,9.3835615753252e-05,3.5865228014207196e-05,2.0698300753083693e-05,7.37348258907828e-06,7.994409605079452e-06,7.786301313215735e-06,6.3945922667527915e-06,5.865223292551796e-06,6.688549390324024e-06,4.301860277931129e-06,0.0002413105157348223,9.988570225644231e-05,0.00010922821962662206,0.00013084786091307508,6.660261339000552e-05,0.00025078972460173296,0.00011119636834547352,0.00010338350349777435,4.6624920098379424e-05,4.997512549049445e-05,2.9773981728538596e-05,0.00024813000180736605,0.00010791752637764352,9.3835615753252e-05,3.5865228014207196e-05,2.069830075308369e-05,7.994409605079452e-06,7.37348258907828e-06,7.786301313215733e-06,6.688549390324026e-06,6.3945922667527915e-06,5.865223292551796e-06,4.301860277931129e-06,0.0015630769099014713
action_v1.0_bad,0.0021094130516960143,0.013991356433330118,0.0021730378543438566,0.002223611843670134,0.002211102355923474,0.003236977919566595,0.016442123951109482,0.053431583483208006,0.05057173757054898,0.16026019000144243,0.13753370794616102,0.3760430902869139,0.19244480991712098,0.16867950634616766,0.11815974081411854,0.09476766159879269,0.27337784669716125,1.0,0.0006524060586707523,0.000928527595589751,0.0011090977891211181,0.00041168677367262084,0.0007316965126765237,0.0008643436052798621,0.0002867490001664614,0.00043160158880914184,0.00018251060885829967,0.0007189348395509296,0.0008088409723763468,0.00024411431571338548,0.00026341154373369117,5.918454348632795e-05,4.663235983873746e-05,4.2709677422261224e-05,2.913450337575862e-05,2.9721750065701846e-05,2.878327673081602e-05,2.282002307083839e-05,2.63164944664711e-05,0.0002890259219449193,0.0003421507887513893,0.0003392610872360413,0.00034307921101146756,0.0003421507887513893,0.0004913008912948758,0.0001037526434982018,0.00013237406808827874,3.667223206333396e-05,4.3461680790593234e-05,8.909959146832786e-06,6.579122015739326e-06,7.229103628441596e-06,4.3800059247118095e-06,4.256494167975303e-06,3.29407399368526e-06,4.302531761442061e-06,3.887120377996727e-06,0.00010060368061471017,0.00012319865852163147,4.153633769924545e-05,5.044486974515488e-05,8.272587350458471e-05,0.00010463436930814373,0.00013676683555186175,3.9830799807423744e-05,5.791352065978321e-05,1.8545988237620743e-05,3.7150900943902275e-05,0.0001037526434982018,0.00013237406808827874,3.667223206333396e-05,4.3461680790593234e-05,8.909959146832788e-06,7.229103628441597e-06,6.579122015739326e-06,4.38000592471181e-06,4.302531761442062e-06,4.256494167975304e-06,3.294073993685261e-06,3.887120377996727e-06,0.0018641394054307353
0_v1.0_good,0.20574362200285062,5.7242697083117946e-05,1.500413606978604e-05,1.5613257777773246e-05,5.7242697083117946e-05,2.3603314702403826e-05,0.09185821214901692,0.00017044132657011168,0.029317249123778654,0.00044996627090086895,0.005506956909587341,0.000977690267225073,0.0010165645375861036,0.00177762736914955,0.0013115003361899886,0.0014059244561914078,0.0013963938997450884,0.0006524060586707523,1.0,4.920291026519682e-06,6.404957437168251e-06,0.5281998714120609,0.09299651824799489,4.991018756394842e-06,0.03362497668618131,1.7656875776939294e-06,0.019678790527548874,0.09185821214901692,0.00017044132657011168,0.029317249123778654,0.00044996627090086895,0.005506956909587341,0.0010165645375861036,0.0009776902672250737,0.0013963938997450884,0.00177762736914955,0.001311500336189989,0.0014059244561914078,0.0006524060586707523,0.040432284945731575,8.733308819280035e-06,3.54883976361134e-06,3.5917935625506767e-06,8.733308819280035e-06,5.532434780657715e-06,0.015470972158573166,2.2705896132819748e-05,0.0053814478803097575,6.510896696109885e-05,0.0010163972233981021,0.0001560473084341816,0.00016260036705691359,0.0003058010558378488,0.00021667951154857239,0.00023281430171666776,0.00023399144467564517,9.52112076891083e-05,0.01490934116476265,8.54309339446435e-07,0.005976018551162451,0.0074271107881025734,4.223582416919658e-07,0.01559444292129357,1.0517416821044047e-06,0.005834983301005099,2.930323917804939e-07,0.00249163250208757,1.3373376379581555e-07,0.015470972158573166,2.2705896132819748e-05,0.0053814478803097575,6.510896696109883e-05,0.0010163972233981021,0.00016260036705691356,0.0001560473084341816,0.0003058010558378488,0.00023399144467564517,0.00021667951154857239,0.00023281430171666776,9.52112076891083e-05,1.4567874741530774e-05
1_v1.0_good,1.7903591688632244e-05,0.09271569573281024,0.36948957043909925,0.09311863438807946,0.09271569573281024,0.12770447224099887,6.904059638994436e-05,0.03874621860350652,0.00019419200103242725,0.011764847505700502,0.0005285823888250329,0.0014821335943400432,0.0016291235236032494,0.0006507359354441058,0.0007817270761287954,0.0005257756917312608,0.0007645502169775294,0.000928527595589751,4.920291026519682e-06,1.0,0.6112746686371996,2.664788769212668e-06,5.840003800162294e-06,0.04065671202924573,1.827611191923306e-06,0.01819165751145719,9.129866629809468e-07,6.904059638994439e-05,0.03874621860350652,0.00019419200103242728,0.011764847505700502,0.0005285823888250329,0.0016291235236032494,0.0014821335943400432,0.0007645502169775294,0.0006507359354441058,0.0007817270761287954,0.0005257756917312611,0.000928527595589751,4.166010162536349e-06,0.017695944084604585,0.01751476739184137,0.017736347021053533,0.017695944084604585,0.025323418653028562,9.132020870097664e-06,0.006810741046487322,2.6883396140042945e-05,0.0021157029872912645,8.18932643776884e-05,0.00025553139061072663,0.0002833613402751323,0.00010264342085098502,0.0001267576512782477,7.992590024680589e-05,0.00012296791484123586,0.0001517910648271278,1.1759821012229577e-06,0.006190938211087575,3.1728782041281367e-07,4.3243266508234155e-07,0.003965222050796558,1.2408435126040776e-06,0.007001821146228152,3.4003016513981843e-07,0.002760944074318992,1.000380970130657e-07,0.0016675212452601834,9.132020870097664e-06,0.006810741046487322,2.6883396140042945e-05,0.0021157029872912645,8.18932643776884e-05,0.0002833613402751323,0.00025553139061072663,0.00010264342085098502,0.00012296791484123586,0.0001267576512782477,7.992590024680589e-05,0.0001517910648271278,0.07651394544701372
goodG2B_v1.0_good,2.3019895725669585e-05,0.1190028778121145,0.4822795723616653,0.11945038840238423,0.1190028778121145,0.16455914472333058,8.745388714804364e-05,0.048432686401198244,0.00024116106531090308,0.013901906939799752,0.0006397905209957662,0.0017468286577066905,0.001915526250958876,0.0007842274501036348,0.0009354952545691568,0.0006392106601827977,0.0009169655023575724,0.0011090977891211181,6.404957437168251e-06,0.6112746686371996,1.0,3.497647734778724e-06,7.582497105869794e-06,0.050586375662093924,2.4000438215904103e-06,0.02125048958888541,1.2127325372915934e-06,8.745388714804366e-05,0.048432686401198244,0.0002411610653109031,0.013901906939799752,0.0006397905209957663,0.001915526250958876,0.0017468286577066905,0.0009169655023575724,0.0007842274501036348,0.0009354952545691568,0.0006392106601827977,0.0011090977891211181,5.4331065955601005e-06,0.022323460565395904,0.022094747923751677,0.022370420904762156,0.022323460565395904,0.03230515192341792,1.1627547680993631e-05,0.008311475002972002,3.317205718415007e-05,0.002542241733042116,9.845672368846542e-05,0.0003032084572487722,0.00033602778013145697,0.0001229612124303297,0.0001511227578895383,9.643681949747354e-05,0.0001467829058945672,0.00018061086970797523,1.558590146139225e-06,0.007506811304375812,4.2981992682144537e-07,5.826785968407563e-07,0.004737708733229581,1.6443801400110314e-06,0.008533829603288384,4.5830131633409015e-07,0.003296265619615371,1.3798928936160093e-07,0.001960561918760362,1.1627547680993631e-05,0.008311475002972002,3.317205718415007e-05,0.002542241733042116,9.845672368846542e-05,0.00033602778013145697,0.0003032084572487722,0.0001229612124303297,0.0001467829058945672,0.0001511227578895383,9.643681949747354e-05,0.00018061086970797523,0.09843214832337426
goodB2G_v1.0_good,0.11361761060945434,3.2885245450843116e-05,8.37967361752151e-06,8.727747839343922e-06,3.2885245450843116e-05,1.3261699500264295e-05,0.05256660948790862,0.00010137820972890432,0.020187864267952917,0.0002824079174933502,0.003955098407418536,0.0006492920817003174,0.0006758269718513823,0.0012341174371325848,0.0008886729618942881,0.000953897752903872,0.0009544058356060069,0.00041168677367262084,0.5281998714120609,2.664788769212668e-06,3.497647734778724e-06,1.0,0.0534840753088242,2.724784704240585e-06,0.023506828050381307,9.282976712010848e-07,0.01451852603145907,0.05256660948790862,0.00010137820972890432,0.020187864267952917,0.00028240791749335026,0.003955098407418536,0.0006758269718513824,0.0006492920817003174,0.0009544058356060067,0.0012341174371325845,0.0008886729618942883,0.000953897752903872,0.00041168677367262084,0.022981968017832182,4.862748578090635e-06,1.8941993583625644e-06,1.9165698988584915e-06,4.862748578090636e-06,2.9801116439187394e-06,0.009789969922308852,1.3603142895652596e-05,0.003561847790882814,4.204494851743706e-05,0.0007038742214853718,0.0001057068776086929,0.0001103288149715748,0.00021276050693461897,0.00014885831112866057,0.00016025239711272988,0.00016149697370384977,6.194180300678698e-05,0.00946580680222587,4.3171384364109775e-07,0.004045700054944052,0.004936003295029587,2.0404293737121415e-07,0.009880466565788424,5.375955875950372e-07,0.0038915231034395386,1.414692828217005e-07,0.0017587373875310242,6.077554425157011e-08,0.009789969922308852,1.3603142895652596e-05,0.003561847790882814,4.204494851743706e-05,0.0007038742214853718,0.0001103288149715748,0.0001057068776086929,0.00021276050693461897,0.00016149697370384977,0.00014885831112866057,0.00016025239711272988,6.194180300678698e-05,8.120905572091518e-06
0_v1.0_goodG2B,0.23432776553290915,6.656765324338294e-05,1.76284285303658e-05,1.8339038003759897e-05,6.656765324338294e-05,2.76743599548618e-05,0.10591411087941756,0.0001956276871986614,0.03183642694890308,0.0005057724138907855,0.005859536557738442,0.0010740149298298811,0.001116160269649857,0.0019159887545509274,0.0014284239525477285,0.0015302977105862998,0.0015152924814844553,0.0007316965126765237,0.09299651824799489,5.8400038001622934e-06,7.582497105869794e-06,0.05348407530882422,1.0,5.9090973457066185e-06,0.3851730494327872,2.114427898483861e-06,0.2347566002571957,0.10591411087941756,0.0001956276871986614,0.03183642694890308,0.0005057724138907855,0.005859536557738442,0.001116160269649857,0.0010740149298298811,0.0015152924814844553,0.0019159887545509278,0.0014284239525477287,0.0015302977105862998,0.0007316965126765238,0.046796564520752,1.0257815853674873e-05,4.2281348809438595e-06,4.279731004660968e-06,1.0257815853674873e-05,6.572699901307141e-06,0.01736094143929068,2.5988991418874252e-05,0.005934490569112907,7.242606126694382e-05,0.0011001848572013112,0.0001702728274044398,0.00017729366049747147,0.00033000913902660666,0.0002350503586907219,0.00025233100887001617,0.0002533487037149031,0.00010559280498395078,0.016709192816237697,1.0343167034721373e-06,0.00652918562732193,0.008175553473173362,5.175438073082232e-07,0.017491044592184046,1.2693425726802572e-06,0.006414248337872412,3.591226514888782e-07,0.002673549345162323,1.6632226563203842e-07,0.01736094143929068,2.5988991418874252e-05,0.005934490569112907,7.242606126694382e-05,0.0011001848572013112,0.00017729366049747147,0.0001702728274044398,0.00033000913902660666,0.0002533487037149031,0.0002350503586907219,0.00025233100887001617,0.00010559280498395078,1.7123529928084472e-05
1_v1.0_goodG2B,1.7945554547968813e-05,0.0902454783551653,0.087252389184234,0.33898877269656535,0.0902454783551653,0.12391840270637407,6.820020641549469e-05,0.03739656344071719,0.0001880841536210173,0.010816314022335835,0.0004987617771489705,0.0013601916335351416,0.001491338469823045,0.0006112999137920271,0.0007290343690895256,0.0004983729841553552,0.0007146647106413576,0.0008643436052798624,4.991018756394841e-06,0.040656712029245735,0.050586375662093924,2.7247847042405846e-06,5.909097345706618e-06,1.0,1.8696821922228737e-06,0.4390994865738244,9.444306047330138e-07,6.820020641549469e-05,0.03739656344071719,0.00018808415362101734,0.010816314022335835,0.0004987617771489705,0.0014913384698230453,0.0013601916335351416,0.0007146647106413576,0.0006112999137920271,0.0007290343690895258,0.0004983729841553552,0.0008643436052798624,4.233130238575625e-06,0.017267651643783296,0.017090141297264976,0.017304312791196066,0.017267651643783296,0.02493499481828333,9.060975400447674e-06,0.006467343497726129,2.586143375204175e-05,0.0019804983788089445,7.678856862833274e-05,0.00023651859335058705,0.0002621206819249044,9.590547009854979e-05,0.00011787930265614655,7.520908650288446e-05,0.00011449189674351966,0.00014088505087857115,1.2139886730471107e-06,0.005843965580523867,3.3463408141962627e-07,4.537002052123204e-07,0.0036923512846136586,1.2808237652972897e-06,0.006640899869510062,3.56852634798837e-07,0.002568904442938763,1.0737612710591917e-07,0.0015296399109662022,9.060975400447672e-06,0.006467343497726129,2.586143375204174e-05,0.0019804983788089445,7.678856862833273e-05,0.0002621206819249044,0.00023651859335058705,9.590547009854978e-05,0.00011449189674351966,0.00011787930265614654,7.520908650288446e-05,0.00014088505087857115,0.0744266987623287
2_v1.0_goodG2B,0.07556424616341915,2.274187417148342e-05,5.767307298498973e-06,6.006703355289788e-06,2.2741874171483425e-05,9.134570775407536e-06,0.035614188796124414,7.040325604892873e-05,0.01379441956963291,0.00019661501145780522,0.00271412915394641,0.0004512498401556213,0.000469784071986774,0.0008550731597799053,0.000617043353506975,0.0006625450322587906,0.0006622253098392496,0.0002867490001664614,0.0336249766861813,1.827611191923306e-06,2.4000438215904103e-06,0.02350682805038131,0.3851730494327872,1.869682192222874e-06,1.0,6.360820026673161e-07,0.5756362139596871,0.035614188796124414,7.040325604892873e-05,0.01379441956963291,0.00019661501145780527,0.00271412915394641,0.000469784071986774,0.0004512498401556215,0.0006622253098392499,0.000855073159779905,0.0006170433535069751,0.0006625450322587906,0.00028674900016646145,0.015630361197819926,3.357973647624209e-06,1.3025546337781845e-06,1.3178898387278337e-06,3.357973647624209e-06,2.050095806099771e-06,0.006714428182148089,9.43281729825401e-06,0.0024515090415953966,2.9202026829195206e-05,0.00048641339247334825,7.336482821600718e-05,7.657944386845497e-05,0.00014749066175656064,0.00010327660195293391,0.0001111969929526471,0.000112014066660954,4.3031436190175927e-05,0.006494745084455595,2.964068792545846e-07,0.002790451673186991,0.0033996446188741033,1.4009157249670948e-07,0.006777347818114549,3.690853007055133e-07,0.0026804579827918004,9.713686365201228e-08,0.0012171519644749319,4.17869972488944e-08,0.006714428182148089,9.43281729825401e-06,0.0024515090415953966,2.9202026829195203e-05,0.00048641339247334825,7.657944386845497e-05,7.336482821600718e-05,0.00014749066175656064,0.000112014066660954,0.00010327660195293391,0.00011119699295264708,4.3031436190175927e-05,5.592333290753654e-06
